"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"1877","Quadrilocale via dei Faggella, Aurelio - Val Cannuta, Roma","1100.0","4","80.0","nan","0"
"1878","Trilocale via Luigi Lilio, Tintoretto, Roma","2500.0","3","130.0","2","0"
"1879","Trilocale via Archimede 148, Euclide, Roma","2300.0","3","160.0","2","0"
"1880","Bilocale via Francesco Saverio Nitti, Fleming, Roma","1100.0","2","78.0","nan","0"
"1881","Bilocale via Andrea Solario, Tintoretto, Roma","900.0","2","65.0","nan","0"
"1882","Bilocale via salaria, Settebagni, Roma","650.0","2","60.0","nan","0"
"1883","Bilocale nuovo, piano terra, Pigneto, Roma","800.0","2","40.0","nan","0"
"1884","Trilocale via Fabbri Navali, Ostia Levante, Roma","1000.0","3","80.0","nan","0"
"1885","Appartamento via Alessio Baldovinetti, Tintoretto, Roma","2100.0","5","185.0","3","0"
"1886","Trilocale via alberto tallone, La Storta, Roma","700.0","3","100.0","2","0"
"1887","Villa bifamiliare via della Giustiniana, Prima Porta, Roma","4800.0","5+","450.0","3+","0"
"1888","Bilocale viale Umberto Tupini, Eur, Roma","1400.0","2","60.0","nan","0"
"1889","Monolocale via dei Banchi Nuovi 40A, Via Giulia, Roma","950.0","nan","30.0","nan","0"
"1890","Bilocale via Giacinta Pezzana, Parioli, Roma","1000.0","2","51.0","nan","0"
"1891","Bilocale via Francesco Sapori 21, Fonte Ostiense, Roma","850.0","2","97.0","2","0"
"1892","Appartamento via Cassia 900, Tomba di Nerone, Roma","2500.0","5+","234.0","3","0"
"1893","Bilocale via Capodrise, Monte Migliore, Roma","600.0","2","55.0","2","0"
"1894","Bilocale via Capodrise, Monte Migliore, Roma","600.0","2","45.0","nan","0"
