"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"241","Trilocale ottimo stato, terzo piano, Stadio - Cittadella, Parma","1200.0","3","120.0","2","3"
"242","Quadrilocale ottimo stato, Centro Storico, Parma","1700.0","4","160.0","2","3"
"243","Quadrilocale terzo piano, Centro Storico, Parma","1500.0","4","140.0","2","3"
"244","Trilocale ottimo stato, primo piano, Parma","1400.0","3","60.0","nan","3"
"245","Villa unifamiliare, ottimo stato, 420 m², Parma","3000.0","5","420.0","nan","3"
"246","Trilocale ottimo stato, piano terra, Stadio - Cittadella, Parma","1000.0","3","70.0","nan","3"
"247","Bilocale quarto piano, Centro Storico, Parma","nan","2","95.0","nan","3"
"248","Quadrilocale ottimo stato, primo piano, Centro Storico, Parma","nan","4","230.0","3","3"
"249","Appartamento 35 m², Parma","nan","nan","35.0","nan","3"
"250","Appartamento ottimo stato, Centro Storico, Parma","1650.0","5","160.0","nan","3"
"251","Trilocale viale dei Mille 112, Ospedale - Volturno, Parma","1200.0","3","80.0","2","1"
"252","Quadrilocale Strada Bassa dei Folli, Stadio - Cittadella, Parma","1100.0","4","100.0","nan","1"
"253","Trilocale viale Duca Alessandro 56/2, Stadio - Cittadella, Parma","1150.0","3","100.0","nan","1"
"254","Appartamento via Gaetano Callani, San Lazzaro, Parma","430.0","5+","120.0","nan","1"
"255","Bilocale via Tito Zaniboni 9, Ospedale - Volturno, Parma","800.0","2","60.0","nan","1"
"256","Quadrilocale via Eugenio Ravà, Ospedale - Volturno, Parma","720.0","4","100.0","nan","1"
"257","Bilocale via Alessandro Levi 14/1, Campus - Gaione, Parma","850.0","2","60.0","nan","1"
"258","Appartamento Stradello San Girolamo 8, Centro Storico, Parma","1500.0","5+","165.0","2","1"
"259","Bilocale via Verona 38, San Leonardo, Parma","900.0","2","47.0","nan","1"
"260","Mansarda piazzale San Lorenzo 23A, Centro Storico, Parma","800.0","2","46.0","nan","1"
"261","Bilocale Borgo dei Grassani 2, Parco Ducale - Oltretorrente, Parma","880.0","2","55.0","nan","1"
"262","Bilocale Strada Baganzola 101, Baganzola - Aeroporto, Parma","600.0","2","55.0","nan","1"
"263","Trilocale viale Biagio Pelacani 20, Stadio - Cittadella, Parma","1200.0","3","70.0","nan","1"
"264","Mansarda via Venezia, San Leonardo, Parma","1000.0","2","48.0","nan","1"
"265","Bilocale vicolo Scacchini 13, Centro Storico, Parma","900.0","2","54.0","nan","1"
"266","Monolocale Strada Abbeveratoia 21, Ospedale - Volturno, Parma","950.0","nan","40.0","nan","1"
"267","Quadrilocale via Claudio Monteverdi 2, San Lazzaro, Parma","700.0","4","110.0","nan","1"
"268","Bilocale Strada Camillo Benso di Cavour 6A, Centro Storico, Parma","750.0","2","54.0","nan","1"
"269","Monolocale Borgo Giacomo Tommasini 17, Centro Storico, Parma","350.0","nan","30.0","nan","1"
"270","Trilocale piazzale Generale Carlo Alberto Dalla Chiesa 7, San Leonardo, Parma","300.0","3","101.0","nan","1"
"271","Monolocale via Strela 10, Ospedale - Volturno, Parma","1000.0","nan","60.0","nan","1"
"272","Bilocale Strada Ospizi Civili, Centro Storico, Parma","1350.0","2","35.0","nan","1"
"273","Trilocale via Gerolamo Cardano 2, Ospedale - Volturno, Parma","900.0","3","85.0","nan","1"
"274","Mansarda via Massimo D'Azeglio 7, Parco Ducale - Oltretorrente, Parma","1300.0","nan","75.0","nan","1"
"275","Monolocale Borgo Riccio da Parma, Centro Storico, Parma","650.0","nan","20.0","nan","1"
"276","Trilocale viale Caprera, Parco Ducale - Oltretorrente, Parma","1200.0","3","100.0","nan","3"
"277","Appartamento via corso Corsi 56, Centro Storico, Parma","1200.0","nan","26.0","nan","3"
"278","Appartamento viale Piacenza 44, Pablo - Prati Bocchi, Parma","1600.0","5+","140.0","2","3"
"279","Monolocale Borgo Paglia 23, Parco Ducale - Oltretorrente, Parma","1100.0","nan","50.0","nan","3"
